Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02132","Asses","2023","2023","An","1519205","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02132","Asses","2024","2024","An","1530569","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02121.01","Camels","2023","2023","An","166004","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02121.01","Camels","2024","2024","An","165071","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02111","Cattle","2023","2023","An","5470284","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02111","Cattle","2024","2024","An","5555383","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5112","Stocks","02151","Chickens","2023","2023","1000 An","13364","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5112","Stocks","02151","Chickens","2024","2024","1000 An","13480","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02123","Goats","2023","2023","An","8097476","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02123","Goats","2024","2024","An","8190291","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02131","Horses","2023","2023","An","8216","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02131","Horses","2024","2024","An","8262","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02133","Mules and hinnies","2023","2023","An","23852","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02133","Mules and hinnies","2024","2024","An","23784","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02122","Sheep","2023","2023","An","12159580","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02122","Sheep","2024","2024","An","12450000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02132","Asses","2023","2023","An","36455","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02132","Asses","2024","2024","An","44924","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2023","2023","No","518790","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2024","2024","No","587296","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02112","Buffalo","2023","2023","An","0","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02112","Buffalo","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02111","Cattle","2023","2023","An","263385","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02111","Cattle","2024","2024","An","272035","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02151","Chickens","2023","2023","1000 An","4877","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02151","Chickens","2024","2024","1000 An","4557","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02154","Ducks","2023","2023","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02154","Ducks","2024","2024","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02153","Geese","2023","2023","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02153","Geese","2024","2024","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02123","Goats","2023","2023","An","640242","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02123","Goats","2024","2024","An","615188","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02131","Horses","2023","2023","An","27290","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02131","Horses","2024","2024","An","24199","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02133","Mules and hinnies","2023","2023","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02133","Mules and hinnies","2024","2024","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02122","Sheep","2023","2023","An","1206206","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02122","Sheep","2024","2024","An","1176523","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02140","Swine / pigs","2023","2023","An","114833","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02140","Swine / pigs","2024","2024","An","104042","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02152","Turkeys","2023","2023","1000 An","347","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02152","Turkeys","2024","2024","1000 An","378","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02132","Asses","2023","2023","An","63133","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02132","Asses","2024","2024","An","55741","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2023","2023","No","442524","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2024","2024","No","440934","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02121.01","Camels","2023","2023","An","461455","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02121.01","Camels","2024","2024","An","466642","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02111","Cattle","2023","2023","An","1805943","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02111","Cattle","2024","2024","An","1782454","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02151","Chickens","2023","2023","1000 An","195862","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02151","Chickens","2024","2024","1000 An","203572","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02154","Ducks","2023","2023","1000 An","62","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02154","Ducks","2024","2024","1000 An","63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02153","Geese","2023","2023","1000 An","46","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02153","Geese","2024","2024","1000 An","47","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02123","Goats","2023","2023","An","5102740","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02123","Goats","2024","2024","An","5071523","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02131","Horses","2023","2023","An","50907","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02131","Horses","2024","2024","An","50860","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02133","Mules and hinnies","2023","2023","An","12880","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02133","Mules and hinnies","2024","2024","An","11232","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02191","Rabbits and hares","2023","2023","1000 An","1628","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","1628","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02122","Sheep","2023","2023","An","31829369","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02122","Sheep","2024","2024","An","32354831","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02140","Swine / pigs","2023","2023","An","4834","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02140","Swine / pigs","2024","2024","An","4808","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02152","Turkeys","2023","2023","1000 An","7212","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02152","Turkeys","2024","2024","1000 An","7346","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02132","Asses","2023","2023","An","4482","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02132","Asses","2024","2024","An","4480","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2023","2023","No","1198080","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2024","2024","No","1202923","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02111","Cattle","2023","2023","An","5165133","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02111","Cattle","2024","2024","An","5200294","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5112","Stocks","02151","Chickens","2023","2023","1000 An","47757","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5112","Stocks","02151","Chickens","2024","2024","1000 An","49758","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02123","Goats","2023","2023","An","4261226","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02123","Goats","2024","2024","An","4270675","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02131","Horses","2023","2023","An","1012","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02131","Horses","2024","2024","An","1012","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02122","Sheep","2023","2023","An","1134895","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02122","Sheep","2024","2024","An","1140494","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02140","Swine / pigs","2023","2023","An","3094594","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02140","Swine / pigs","2024","2024","An","3188105","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02132","Asses","2023","2023","An","1730","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02132","Asses","2024","2024","An","1731","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02111","Cattle","2023","2023","An","4069","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02111","Cattle","2024","2024","An","4500","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5112","Stocks","02151","Chickens","2023","2023","1000 An","160","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5112","Stocks","02151","Chickens","2024","2024","1000 An","160","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02123","Goats","2023","2023","An","15000","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02123","Goats","2024","2024","An","15000","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02131","Horses","2023","2023","An","493","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02131","Horses","2024","2024","An","493","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02122","Sheep","2023","2023","An","5232","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02122","Sheep","2024","2024","An","4473","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02140","Swine / pigs","2023","2023","An","4974","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02140","Swine / pigs","2024","2024","An","4984","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02132","Asses","2023","2023","An","59464","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02132","Asses","2024","2024","An","62269","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2023","2023","No","2982097","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2024","2024","No","2986469","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02111","Cattle","2023","2023","An","54242595","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02111","Cattle","2024","2024","An","52783892","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02151","Chickens","2023","2023","1000 An","113418","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02151","Chickens","2024","2024","1000 An","114329","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02154","Ducks","2023","2023","1000 An","2648","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02154","Ducks","2024","2024","1000 An","2660","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02153","Geese","2023","2023","1000 An","173","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02153","Geese","2024","2024","1000 An","175","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02123","Goats","2023","2023","An","4127245","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02123","Goats","2024","2024","An","4121846","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02131","Horses","2023","2023","An","2512900","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02131","Horses","2024","2024","An","2588704","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02133","Mules and hinnies","2023","2023","An","43440","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02133","Mules and hinnies","2024","2024","An","44630","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02191","Rabbits and hares","2023","2023","1000 An","760","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","500","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02122","Sheep","2023","2023","An","12609460","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02122","Sheep","2024","2024","An","12440906","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02140","Swine / pigs","2023","2023","An","5887401","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02140","Swine / pigs","2024","2024","An","6115215","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02152","Turkeys","2023","2023","1000 An","2860","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02152","Turkeys","2024","2024","1000 An","2854","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02132","Asses","2023","2023","An","1042","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02132","Asses","2024","2024","An","1084","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5114","Stocks","02196","Bees","2023","2023","No","206853","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5114","Stocks","02196","Bees","2024","2024","No","190831","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02112","Buffalo","2023","2023","An","542","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02112","Buffalo","2024","2024","An","554","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02111","Cattle","2023","2023","An","501862","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02111","Cattle","2024","2024","An","491594","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02151","Chickens","2023","2023","1000 An","4186","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02151","Chickens","2024","2024","1000 An","4427","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02123","Goats","2023","2023","An","20561","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02123","Goats","2024","2024","An","19486","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02131","Horses","2023","2023","An","13168","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02131","Horses","2024","2024","An","14100","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02133","Mules and hinnies","2023","2023","An","13","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02133","Mules and hinnies","2024","2024","An","19","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02191","Rabbits and hares","2023","2023","1000 An","38","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","41","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02122","Sheep","2023","2023","An","680410","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02122","Sheep","2024","2024","An","690565","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02140","Swine / pigs","2023","2023","An","180805","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02140","Swine / pigs","2024","2024","An","186951","A","Official figure",""
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02152","Turkeys","2023","2023","1000 An","161","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02152","Turkeys","2024","2024","1000 An","154","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02132","Asses","2023","2023","An","1869","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02132","Asses","2024","2024","An","1862","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5114","Stocks","02196","Bees","2023","2023","No","513886","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5114","Stocks","02196","Bees","2024","2024","No","500220","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02111","Cattle","2023","2023","An","29878186","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02111","Cattle","2024","2024","An","30372537","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02151","Chickens","2023","2023","1000 An","108222","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02151","Chickens","2024","2024","1000 An","108508","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02154","Ducks","2023","2023","1000 An","1183","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02154","Ducks","2024","2024","1000 An","1187","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02123","Goats","2023","2023","An","4135125","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02123","Goats","2024","2024","An","5400000","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02131","Horses","2023","2023","An","242892","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02131","Horses","2024","2024","An","228204","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02122","Sheep","2023","2023","An","72062539","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02122","Sheep","2024","2024","An","79330000","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02140","Swine / pigs","2023","2023","An","2466890","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02140","Swine / pigs","2024","2024","An","2497379","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02152","Turkeys","2023","2023","1000 An","1143","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02152","Turkeys","2024","2024","1000 An","1130","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2023","2023","No","494000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2023","2023","An","1835470","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2024","2024","An","1820030","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2023","2023","1000 An","17804","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2023","2023","1000 An","122","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2023","2023","1000 An","81","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2023","2023","An","96940","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2024","2024","An","95810","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2023","2023","An","391870","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2024","2024","An","390940","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","2023","2023","An","2516460","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","2024","2024","An","2534440","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02152","Turkeys","2023","2023","1000 An","730","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02132","Asses","2023","2023","An","14924","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02132","Asses","2024","2024","An","10273","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5114","Stocks","02196","Bees","2023","2023","No","597336","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5114","Stocks","02196","Bees","2024","2024","No","583286","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02112","Buffalo","2023","2023","An","108093","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02112","Buffalo","2024","2024","An","95874","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02121.01","Camels","2023","2023","An","361","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02121.01","Camels","2024","2024","An","349","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2023","2023","An","2399626","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2024","2024","An","2329506","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5112","Stocks","02151","Chickens","2023","2023","1000 An","28698","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5112","Stocks","02151","Chickens","2024","2024","1000 An","29372","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02123","Goats","2023","2023","An","419905","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02123","Goats","2024","2024","An","410000","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02131","Horses","2023","2023","An","53076","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02131","Horses","2024","2024","An","49583","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02133","Mules and hinnies","2023","2023","An","38","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02133","Mules and hinnies","2024","2024","An","40","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02122","Sheep","2023","2023","An","6640708","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02122","Sheep","2024","2024","An","7041901","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02140","Swine / pigs","2023","2023","An","4828","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02140","Swine / pigs","2024","2024","An","5304","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5112","Stocks","02152","Turkeys","2023","2023","1000 An","1436","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","031","Azerbaijan","5112","Stocks","02152","Turkeys","2024","2024","1000 An","1480","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02111","Cattle","2023","2023","An","744","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02111","Cattle","2024","2024","An","743","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5112","Stocks","02151","Chickens","2023","2023","1000 An","3269","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5112","Stocks","02151","Chickens","2024","2024","1000 An","3289","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02123","Goats","2023","2023","An","15093","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02123","Goats","2024","2024","An","15132","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02131","Horses","2023","2023","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02131","Horses","2024","2024","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02122","Sheep","2023","2023","An","6585","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02122","Sheep","2024","2024","An","6590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02140","Swine / pigs","2023","2023","An","5021","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02140","Swine / pigs","2024","2024","An","5021","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02132","Asses","2023","2023","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02132","Asses","2024","2024","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02121.01","Camels","2023","2023","An","3100","A","Official figure",""
